user_id,total_amount,avg_amount,Breakfast_orders
26491998,15.399999999999999,2.5666666666666664,6
93602318,12.5,6.25,2
7087956,32,4,8
43595626,14.2,7.1,2
76563366,12.1,3.025,4
58724198,18.5,3.7,5
115235704,35.4,5.0571428571428569,7
119606624,14.899999999999999,7.4499999999999993,2
52349748,9.4,4.7,2
47091810,47.3,6.7571428571428571,7
39702692,20.9,6.9666666666666668,3
7175356,20.4,3.4,6
4181446,18.8,3.7599999999999993,5
86281740,41.400000000000006,20.700000000000003,2
93739306,6.6999999999999993,3.3499999999999996,2
121002126,13.5,3.375,4
513774,24.3,6.075,4
69847412,31.2,15.6,2
111002278,6.1999999999999993,3.0999999999999996,2
195479438,12.5,6.25,2
185449230,19.299999999999997,3.8600000000000003,5
107725836,17,4.25,4
50850976,24.2,3.025,8
168129402,16.9,16.9,1
26385876,23.7,4.74,5
66568762,14,7,2
23033626,8.4,1.68,5
83940432,41.7,5.9571428571428564,7
99247070,11.6,11.6,1
18769426,21,5.25,4
166114050,42.4,5.3000000000000007,8
70667822,19.4,4.85,4
16016372,38.4,9.6,4
51457532,16.3,16.3,1
72991144,29.5,4.2142857142857144,7
48367988,8.1,8.1,1
73685054,26,5.2,5
59246850,17.1,8.55,2
109873208,21,3.0000000000000004,7
31700072,22.5,7.5,3
39732224,27.1,5.42,5
106278308,21.200000000000003,3.0285714285714285,7
194417850,21.4,5.35,4
168484706,11.5,5.75,2
89903090,47.599999999999994,7.9333333333333336,6
54139240,8.7,1.74,5
165116632,15.1,5.0333333333333332,3
26007664,10.2,3.4,3
6477858,20.2,6.7333333333333334,3
164392822,30.4,6.08,5
119399716,30,7.5000000000000009,4
9932918,24,3.4285714285714288,7
78654020,26,3.7142857142857144,7
94015766,21.099999999999998,3.5166666666666666,6
125735572,9.7,3.2333333333333334,3
110350642,6.7,3.35,2
117761656,12.5,2.0833333333333335,6
61064080,20.900000000000002,6.9666666666666668,3
3204912,12.2,4.0666666666666664,3
23090574,16.099999999999998,4.0249999999999995,4
169242142,8.7,8.7,1
78921004,32,5.3333333333333339,6
184263810,21.6,3.0857142857142859,7
104374966,25.700000000000003,3.6714285714285713,7
5186132,18.400000000000002,3.68,5
6839096,21,2.6249999999999996,8
103691636,5.9,5.9,1
169506228,37.5,2.6785714285714284,14
11583030,8.2,4.1,2
4348058,1.3,1.3,1
89023386,9.3,3.1,3
107915034,6.7,3.35,2
78134588,15.5,15.5,1
98684536,30.3,6.0600000000000005,5
6863798,14.400000000000002,2.4,6
121708088,12.7,4.2333333333333334,3
196237150,2.8,2.8,1
103027396,22.299999999999997,3.7166666666666668,6
83239208,18.9,6.3,3
23005336,23.5,2.9375000000000004,8
20805984,5.9,5.9,1
50097634,10.600000000000001,2.65,4
108186756,71.3,10.185714285714287,7
42447558,13.3,6.65,2
171392136,19.5,19.5,1
41767080,1,1,1
82104296,12.5,12.5,1
103919152,12.600000000000001,6.3000000000000007,2
196289820,51.099999999999994,25.549999999999997,2
41653598,17.6,8.8,2
104430534,49.699999999999996,9.94,5
101780658,63.399999999999991,6.339999999999999,10
106357750,23.9,7.9666666666666668,3
86851358,32.8,4.1,8
90696222,6.7,3.35,2
109545964,13.2,6.6,2
189383656,28.8,9.6,3
191359402,21.5,7.166666666666667,3
105405182,8.3,8.3,1
171204502,25.6,8.5333333333333332,3
196109638,9.75,9.75,1
60766828,11.7,11.7,1
176088966,26.95,4.4916666666666663,6
51310424,39.099999999999994,4.3444444444444441,9
169376738,14.7,3.675,4
91738214,7.9,3.95,2
55346740,13,6.5,2
80782762,52.400000000000006,13.1,4
39651540,30.3,10.1,3
109873116,5.6000000000000005,1.8666666666666667,3
190512220,13.6,4.5333333333333332,3
171767358,24.5,3.5,7
83342156,45.1,11.274999999999999,4
64569326,83.5,11.928571428571429,7
49854110,27.5,6.875,4
194733502,9.7,9.7,1
28119662,17.5,5.833333333333333,3
93889910,13.4,4.4666666666666668,3
76602190,44.099999999999994,14.7,3
34319496,28.800000000000004,3.6,8
26827476,24.15,8.05,3
64629172,7.9,3.95,2
4324138,16.83,8.415,2
86723800,7.3999999999999995,1.8499999999999999,4
81512828,15,2.5,6
185287034,35.9,4.4875,8
94603462,23.2,7.7333333333333334,3
110887692,8.3,4.15,2
120571934,26.700000000000003,13.350000000000001,2
7773908,19.8,3.96,5
65947256,51.7,5.7444444444444454,9
83721288,26,4.3333333333333339,6
50013270,67.2,7.4666666666666668,9
74643786,12.4,2.48,5
63853474,19.7,9.85,2
188752582,23.3,7.7666666666666666,3
126802036,19.8,9.9,2
23045402,23.2,3.8666666666666667,6
22017394,10.7,5.35,2
42819468,16.7,3.3400000000000003,5
44211290,21.6,2.6999999999999997,8
63738934,23.3,4.66,5
5069752,14.2,7.1,2
21497916,11.399999999999999,5.6999999999999993,2
121436642,60.300000000000011,4.0200000000000014,15
98398324,20.2,3.3666666666666667,6
108783698,20.3,4.06,5
172497424,24.300000000000004,3.4714285714285711,7
10711928,23.3,4.66,5
25414724,14.3,3.5749999999999997,4
189831282,19.5,3.25,6
107353512,8.8,2.9333333333333331,3
34205738,28.299999999999997,5.6599999999999993,5
119734274,18,3,6
101664232,15.7,5.2333333333333334,3
118348478,8.3,8.3,1
52994024,26.700000000000003,4.45,6
87124506,16.7,4.175,4
61434288,19.3,6.4333333333333336,3
37791668,31.4,6.2799999999999994,5
41996574,15,3.75,4
175908830,15.2,3.8,4
176686598,14.7,7.35,2
78279488,34.5,3.8333333333333335,9
94528252,71.399999999999991,3.9666666666666663,18
174534028,18.2,6.0666666666666664,3
85267164,24.299999999999997,8.1,3
33204226,17.6,8.8,2
9623568,75.399999999999991,6.8545454545454536,11
35071734,30.5,2.3461538461538463,13
32381930,14.4,14.4,1
85725876,29,5.8,5
72022752,37.199999999999996,3.7199999999999998,10
22308114,11.5,3.8333333333333335,3
108185514,17.5,4.375,4
10171658,6.7,6.7,1
105947338,36.000000000000007,3.2727272727272725,11
126361540,13.600000000000001,3.4000000000000004,4
38274484,8.9,8.9,1
76810248,44.6,4.0545454545454547,11
18984568,25.6,4.2666666666666666,6
14052770,7.1,3.55,2
37940524,8.8,4.4,2
90470408,28,3.1111111111111112,9
66848534,18.8,6.2666666666666666,3
115820180,7.3,2.4333333333333336,3
17679870,26.5,8.8333333333333339,3
85659406,49.6,16.533333333333335,3
121216486,13.8,13.8,1
78243884,22.799999999999997,3.8,6
81127348,22.200000000000003,5.55,4
99633010,14.700000000000001,7.3500000000000005,2
83308024,25.5,4.25,6
32337034,12.5,2.5,5
171224420,47.199999999999996,4.7200000000000006,10
56970586,8.8,4.4,2
38290354,37.4,3.4,11
4865282,26.7,8.8999999999999986,3
65192120,11.2,3.7333333333333334,3
8310866,8.2,2.05,4
119475294,9.3,9.3,1
113521882,7.7,3.85,2
119219580,25.6,8.5333333333333332,3
64600238,12.3,4.1,3
76459728,28.3,7.075,4
75004058,19.8,6.6000000000000005,3
190574780,37.2,4.65,8
58495716,11.6,11.6,1
90661814,32.29999999999999,1.7944444444444445,18
127205778,27,6.75,4
183293394,8.9,2.9666666666666668,3
28233834,23.499999999999996,3.9166666666666665,6
187316784,19.2,6.3999999999999995,3
36663886,39.2,5.6,7
170164948,9.9,9.9,1
81382510,15.2,2.5333333333333337,6
125145162,27.999999999999996,3.1111111111111112,9
190084926,22.3,3.7166666666666668,6
188781194,14.5,14.5,1
77703706,30.3,4.3285714285714283,7
23794236,17.2,3.4400000000000004,5
38071210,19.2,3.1999999999999997,6
171804802,20.7,10.35,2
187083380,25.1,4.1833333333333336,6
34158772,21.6,5.3999999999999995,4
77787702,44.3,14.766666666666666,3
103026384,21.2,7.0666666666666664,3
36449756,36.199999999999996,5.1714285714285708,7
192745980,6.9,6.9,1
105603350,41.2,20.6,2
167071356,33.400000000000006,11.133333333333335,3
94363756,1.9,1.9,1
164196770,22.3,11.15,2
119954568,44.1,8.82,5
108435846,29.4,9.8,3
117773846,12.7,6.35,2
37367548,12.4,4.1333333333333329,3
104335498,17,8.5,2
24900076,27.599999999999998,9.2,3
87284310,21.7,4.34,5
104959488,8.2,2.7333333333333334,3
187797944,9.6,3.1999999999999997,3
89398240,16.7,4.175,4
56340340,15.2,15.2,1
17260764,19.1,4.7749999999999995,4
170039046,16.6,8.3,2
194891972,14,2,7
86280682,22.5,2.0454545454545454,11
51429196,29.4,9.8,3
118493424,14,14,1
126400916,8.3,4.15,2
190304208,23.5,11.75,2
6007048,70.5,7.0500000000000007,10
190906716,5.9,2.95,2
1632540,19.5,1.625,12
185179164,2.8,2.8,1
185023776,11.8,5.9,2
57124732,34.9,6.98,5
190747832,18.1,4.525,4
51706622,14.5,7.25,2
46785680,8.2,4.1,2
191839734,10.7,10.7,1
169047240,12.5,2.5,5
5803958,24.9,8.2999999999999989,3
45109946,42,6.9999999999999991,6
11770388,8.7999999999999989,2.2,4
84558672,13,4.333333333333333,3
22983854,29.000000000000007,2.9000000000000004,10
2176812,16.5,8.25,2
50263786,17,5.666666666666667,3
186716070,9.8,9.8,1
172540296,9.7,3.2333333333333334,3
172822552,12.1,6.05,2
82485222,34.4,6.88,5
8123922,7.7,3.85,2
55093878,21.299999999999997,5.325,4
32796068,10.3,5.15,2
64144240,20,5,4
76115418,21.200000000000003,5.3000000000000007,4
76069832,22.099999999999998,5.525,4
61497860,10.2,10.2,1
10117654,20.8,4.16,5
192879978,43.7,10.924999999999999,4
12371102,52,7.4285714285714288,7
87643018,26,26,1
187032044,18,6,3
122300568,12.2,12.2,1
105122328,2.6,2.6,1
186984296,15,5,3
88709758,8.8,4.4,2
115661250,12.7,4.2333333333333334,3
119743152,58.199999999999996,3.8799999999999994,15
29585958,22.5,4.5,5
45363314,8.6,4.3,2
119852356,24.599999999999998,6.1499999999999995,4
58488448,16.7,2.7833333333333337,6
105780818,11.5,5.75,2
92591928,15.3,5.1000000000000005,3
55373926,38.599999999999994,7.72,5
198247166,7.7,7.7,1
61539490,10.6,2.65,4
57444616,20.2,6.7333333333333334,3
174300992,32.6,8.15,4
119527366,19,3.8000000000000003,5
96082684,12.1,4.0333333333333332,3
44496398,17.5,5.833333333333333,3
104874802,6.6000000000000005,2.2,3
107546528,25.6,6.4,4
19955766,12.299999999999999,4.1,3
8248352,19.3,19.3,1
165679994,14.399999999999999,4.8,3
80864826,16.4,3.2800000000000002,5
117029934,17.799999999999997,4.4499999999999993,4
62684154,30,7.5,4
165539096,54.6,6.0666666666666664,9
166649490,17.5,4.375,4
12580678,14.9,2.1285714285714286,7
8231930,26.599999999999998,5.3199999999999994,5
76904640,9.1,3.0333333333333332,3
5757038,9.6,4.8,2
43726864,10.4,5.2,2
92560832,10.8,1.8,6
194627150,17,17,1
29383098,22,3.1428571428571428,7
167260416,12.100000000000001,4.0333333333333332,3
46656788,16.9,5.6333333333333337,3
11470008,21.6,21.6,1
74314564,26.499999999999996,4.416666666666667,6
99156680,13.5,4.5,3
79820120,25.8,5.16,5
46586960,14,4.666666666666667,3
112349480,8.2,2.7333333333333334,3
16760238,10.4,10.4,1
89253662,16.5,8.25,2
109144338,19.6,19.6,1
160834538,7.7,7.7,1
111198790,20.3,5.075,4
12542820,17.1,5.7,3
1046040,62.3,3.6647058823529415,17
22661394,8.6,2.8666666666666667,3
88030384,18.1,6.0333333333333332,3
53607618,13.9,3.475,4
89092616,22,3.1428571428571428,7
20742320,23.5,5.875,4
110009184,18.4,4.6,4
91072364,2.7,2.7,1
116786226,19.3,6.4333333333333336,3
2568732,22.65,3.2357142857142858,7
60915362,8.1,2.6999999999999997,3
123795568,14,4.666666666666667,3
115862178,33.5,3.35,10
166078860,15.08,3.77,4
174636976,11.6,3.8666666666666663,3
176401720,5.9,1.9666666666666668,3
106641892,24,6,4
87272534,25.9,6.475,4
170521770,6.9,6.9,1
124222494,22.2,11.1,2
53018450,15.500000000000002,2.2142857142857144,7
165939572,15.5,7.75,2
80056560,2.7,2.7,1
125883784,13.1,4.3666666666666663,3
58901022,14,2.8,5
1772702,19.299999999999997,3.86,5
91631862,24.3,12.150000000000002,2
106761354,8.4,8.4,1
189224542,33.5,8.375,4
109335422,12.5,12.5,1
75390136,32.7,8.1749999999999989,4
60155074,17.3,17.3,1
73285268,17.2,4.3,4
110578480,14,2.8,5
39158972,20.1,2.8714285714285714,7
64199946,8.8,1.4666666666666666,6
47097422,12.7,12.7,1
191906618,30.900000000000002,7.725,4
69930902,10.2,5.1,2
169245868,8.8,8.8,1
54498040,13.1,6.55,2
89479568,8.8,4.4,2
21644288,13.8,13.8,1
43804926,46.5,7.7500000000000009,6
80103388,12.9,3.225,4
20209732,13.5,13.5,1
88006556,14,7,2
18482938,17.8,2.9666666666666668,6
173811000,2.6,2.6,1
175946688,29.7,9.8999999999999986,3
52374404,14,4.666666666666667,3
82671108,13.2,4.4,3
91846222,11.2,11.2,1
66904148,26.1,13.05,2
166697330,17.6,17.6,1
111792788,12.8,2.5599999999999996,5
56128234,9.7,4.85,2
45975758,18.9,6.3,3
77316478,2.88,2.88,1
192460228,7.3,7.3,1
122245414,16,16,1
97907550,13.8,13.8,1
168936610,19.2,4.8,4
75759424,32.6,5.4333333333333336,6
16173232,21.3,2.6625,8
108162790,13.599999999999998,1.7,8
123348402,7.3000000000000007,2.4333333333333336,3
105754138,26.500000000000004,4.4166666666666679,6
31526284,26,26,1
13155080,17.5,5.833333333333333,3
71942850,18.9,4.7250000000000005,4
196449716,14.4,7.2,2
188394702,26.4,3.7714285714285714,7
166414200,32.2,16.1,2
4035166,13.7,2.2833333333333332,6
105854280,28.1,5.62,5
76590092,11.8,5.9,2
81546638,14.4,3.6,4
4362318,23.4,11.7,2
121593088,8.4,4.2,2
190698888,29.1,5.8199999999999994,5
34412600,11.9,11.9,1
97635322,17.099999999999998,2.85,6
194131270,22.7,11.35,2
109664920,8.6000000000000014,2.8666666666666667,3
76861952,14,4.666666666666667,3
65655800,16.5,5.5,3
98457342,32.5,6.4999999999999991,5
184375360,10.7,5.35,2
21131986,32.400000000000006,6.48,5
189149930,15.5,3.875,4
57012630,21.4,4.28,5
192433640,15.3,7.65,2
12913396,36.5,7.2999999999999989,5
59318104,22,7.333333333333333,3
62758582,18.8,4.7,4
83771290,20.4,6.8,3
21362676,15.899999999999999,3.1799999999999997,5
84814432,22.8,4.5600000000000005,5
9115820,27,5.4,5
193348074,2.9,2.9,1
102273318,22.1,4.42,5
62119274,15.299999999999999,5.1,3
72623788,7.3,7.3,1
126660632,11.5,5.75,2
40187348,30.700000000000003,10.233333333333334,3
71038214,9.9,9.9,1
38163762,38.599999999999994,5.5142857142857142,7
107223930,10.2,1.7,6
100316294,70.3,7.8111111111111109,9
195031996,11.6,11.6,1
117092080,22.8,4.5600000000000005,5
30058194,10.7,5.35,2
120931700,14.5,2.9000000000000004,5
189534674,17.1,5.7,3
110722828,19.5,3.25,6
77778410,60.1,15.025,4
79629312,28.5,9.5,3
126555706,11.5,11.5,1
63398948,12.400000000000002,3.1,4
169647770,9.7,2.425,4
49639704,14.100000000000001,7.0500000000000007,2
39783698,27.799999999999997,5.5600000000000005,5
98470406,20.8,6.9333333333333336,3
104958890,2.88,2.88,1
18602998,28.5,7.125,4
40183990,2.3,2.3,1
51096018,16.3,5.4333333333333336,3
10496280,12.399999999999999,2.0666666666666669,6
190705696,10.8,5.4,2
106888682,2.44,2.44,1
82476482,3.4000000000000004,1.7000000000000002,2
111563110,18,3.6,5
64091708,44.2,11.05,4
102421576,30.7,4.3857142857142861,7
183129312,11.8,11.8,1
67577036,8.8,8.8,1
30762868,5.6999999999999993,2.8499999999999996,2
59549852,7.3,7.3,1
92941068,22.7,4.54,5
185301524,21.1,5.275,4
6042560,29.4,5.88,5
4297320,14.7,14.7,1
39351850,33.9,4.2375,8
12964318,17.2,3.44,5
162055930,21.8,4.36,5
169897274,8.8,2.9333333333333331,3
103879546,10.399999999999999,3.4666666666666668,3
191476932,9.6000000000000014,4.8000000000000007,2
164166870,13.7,13.7,1
110220876,9.8,3.2666666666666666,3
110608748,10.4,5.2,2
88288720,41.7,13.9,3
45659002,11.8,5.9,2
192389572,30,10,3
19216638,11.2,5.6,2
83165976,23.1,3.3,7
185496196,12.7,12.7,1
19787176,35.2,7.04,5
93210858,24.5,12.25,2
10394298,14.2,2.3666666666666667,6
196294926,2.9,2.9,1
192836784,16,8,2
83431120,16.2,5.3999999999999995,3
164870210,28.9,7.225,4
94773064,19.8,2.2,9
84910480,3.1,3.1,1
106176510,19.7,9.85,2
99419110,32.6,10.866666666666667,3
80674064,15.299999999999999,7.6499999999999995,2
66966432,23.6,3.3714285714285714,7
56592374,6.7,6.7,1
25903750,19.2,1.9200000000000002,10
17437956,15.5,5.166666666666667,3
183326146,31.38,15.69,2
166963164,13.7,6.85,2
193650202,8.4,4.2,2
56018846,26.5,6.625,4
102872560,42.8,14.266666666666666,3
33179938,23.2,5.8,4
21266950,46.6,7.7666666666666675,6
194944550,9.9,9.9,1
118668224,29.6,4.2285714285714286,7
107235890,29.1,5.8199999999999994,5
77947782,14.3,4.7666666666666666,3
92478906,11.8,2.3600000000000003,5
78823530,14.2,7.1,2
60146334,19.2,6.3999999999999995,3
44353016,16.45,5.4833333333333334,3
10000722,28,4,7
170285698,11.1,5.55,2
81316684,13.7,13.7,1
90333052,10.45,5.225,2
7655366,20.7,10.35,2
12643928,21.8,2.7250000000000005,8
98706248,22.9,5.725,4
15479690,2.6,2.6,1
29694426,8.6000000000000014,2.15,4
1382530,17,8.5,2
168230142,17.7,5.9,3
119495718,14.2,7.1,2
85404704,28.8,3.6000000000000005,8
55668740,1,1,1
74113728,34.8,8.7,4
40167292,10.3,3.4333333333333331,3
123842304,21.6,10.8,2
170139326,9.6,4.8,2
8276182,17,17,1
84165878,26.3,6.575,4
195820482,7.3,3.65,2
171228284,20,5,4
85555538,13.9,13.9,1
191270852,60.3,10.049999999999999,6
116306906,14,3.5,4
106347262,6.6999999999999993,2.2333333333333334,3
68552696,8.9,4.45,2
37342938,2.4,2.4,1
174065058,21,7,3
125920676,6.7,3.35,2
1966086,7.1000000000000005,1.775,4
193122306,36,7.2,5
90982020,24.900000000000002,2.49,10
74797426,19.5,3.9,5
97245748,14.2,4.7333333333333334,3
171173544,8.4,8.4,1
59951478,13.7,13.7,1
73093448,12.899999999999999,2.58,5
67111378,35.8,4.475,8
35692734,45.9,7.65,6
187238354,29.4,2.9399999999999995,10
35453258,17,8.5,2
5053882,2.6,2.6,1
55839032,12.5,2.5,5
163970128,25.400000000000002,8.4666666666666668,3
63461048,7.3,7.3,1
15834350,20.8,6.9333333333333336,3
15305672,16.9,8.45,2
75264602,11.1,5.55,2
54064444,11.7,2.925,4
47283814,18.9,3.78,5
29815222,8.2,8.2,1
88293320,30.26,30.26,1
158601054,14,7,2
123068860,45.2,5.6500000000000012,8
8195222,11.8,2.95,4
176324440,13.899999999999999,6.9499999999999993,2
68940430,27.299999999999997,5.4599999999999991,5
107513868,38.6,12.866666666666667,3
193905364,29,14.5,2
20007286,13.8,4.6000000000000005,3
100841062,32.9,8.2250000000000014,4
86900900,42.7,14.233333333333334,3
92017020,21.55,3.5916666666666668,6
87160662,12.9,6.45,2
106876400,7.1,2.3666666666666667,3
103555430,12.1,4.0333333333333332,3
165570560,11.4,3.8000000000000003,3
33889718,9.2,4.6,2
94141254,34.8,5.8000000000000007,6
34264204,37.099999999999994,12.366666666666667,3
41166642,11.2,11.2,1
70298672,11.7,2.925,4
28208994,17.6,2.9333333333333331,6
196251088,15.9,7.95,2
188553862,22,7.333333333333333,3
1344580,9.6000000000000014,4.8000000000000007,2
120904146,8.2,4.1,2
171863222,19.8,9.9,2
189917210,6.6999999999999993,2.2333333333333334,3
111665046,10.2,2.04,5
86459024,13.6,6.8,2
127150578,17.3,4.325,4
35591534,11.5,5.75,2
43690754,15,7.5,2
86676834,2.88,2.88,1
195226208,28.800000000000004,5.76,5
197794940,30.5,15.25,2
175855516,2.8,1.4,2
114676482,19,6.333333333333333,3
107072544,14.100000000000001,4.7,3
40643162,54.5,4.1923076923076925,13
104132270,24.2,8.0666666666666664,3
121313224,12.5,12.5,1
165824158,14.1,14.1,1
26960738,10.6,2.65,4
184586178,19.5,9.75,2
110050308,14.45,7.225,2
40393060,8.4,8.4,1
42250586,13.100000000000001,4.3666666666666671,3
106263772,8.9,2.9666666666666668,3
109595276,15.700000000000001,3.925,4
17892252,11.399999999999999,3.8,3
57585698,19.1,3.82,5
169735446,8.8,8.8,1
56853470,14.1,4.7,3
6063398,14,14,1
104436698,21.3,7.1,3
81852676,22.5,7.5,3
43396124,7.6999999999999993,3.8499999999999996,2
84844010,38.2,6.3666666666666663,6
170110254,68.800000000000011,5.2923076923076913,13
175181386,21.3,4.26,5
9294944,17.5,4.375,4
172159324,25.9,3.7000000000000006,7
114353884,31.599999999999998,4.5142857142857142,7
38750952,23.8,5.95,4
110807974,22.7,4.5399999999999991,5
35627736,10.600000000000001,5.3000000000000007,2
60910716,20.8,6.9333333333333336,3
114369156,13.3,6.65,2
38294080,27,27,1
126689934,17.97,17.97,1
82599302,15.7,15.7,1
110336152,20.5,10.25,2
56494578,19.599999999999998,4.9,4
121071494,23.200000000000003,5.8000000000000007,4
165093816,12.2,3.05,4
28832846,7.9,3.95,2
123455720,14.2,7.1,2
193791974,16,16,1
103183750,40.3,8.06,5
62569982,41.3,6.8833333333333329,6
184500618,19.3,4.825,4
38633468,24,12,2
31075898,9.6,9.6,1
95204222,8.2,8.2,1
63162370,13.2,13.2,1
110413386,13,13,1
27650370,32.3,4.6142857142857139,7
1635714,10.4,5.2,2
110602078,17.799999999999997,5.9333333333333327,3
54945896,11.8,5.9,2
165292306,15.3,15.3,1
55642842,20.5,10.25,2
165456066,13.5,4.5,3
19578382,13,6.5,2
125853654,9.95,9.95,1
191992086,14.1,7.05,2
61947694,16,8,2
97538308,14.5,7.25,2
71318630,2.4,2.4,1
6237278,10.9,10.9,1
91910024,27.6,6.9,4
105108022,17.5,8.75,2
6406512,2.7,2.7,1
98177156,9.2,3.0666666666666669,3
100140252,49.3,12.325,4
60584898,8.4,4.2,2
79232010,7.8000000000000007,2.6,3
115347760,7.3,3.65,2
100346010,33.8,8.45,4
49316002,1.6,1.6,1
30708220,8.4,2.1,4
106274904,11.8,11.8,1
47316658,17,5.666666666666667,3
91768114,13.4,6.7,2
185840598,2.8,2.8,1
196776638,1.9,1.9,1
125713124,13.399999999999999,4.4666666666666668,3
83803352,17.4,17.4,1
48391218,2.7,2.7,1
111864180,6.9,3.45,2
62114306,9.3,2.3249999999999997,4
74969236,24,4.8,5
166761546,14.5,4.833333333333333,3
80023578,1.6,1.6,1
57639518,9.1000000000000014,3.0333333333333332,3
